app_id,app_data_safety,app_privacy_policy
427,"{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Email address"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Account management"", ""optional"": true}, {""data_type"": ""Purchase history"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Account management"", ""optional"": true}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Email address"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""Fraud prevention - security - and compliance"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
428,"{""data_shared"": [], ""data_collected"": [{""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""Personalization"", ""optional"": true}, {""data_type"": ""Precise location"", ""purpose"": ""Personalization"", ""optional"": true}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""Email address"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""User IDs"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""Phone number"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""Other info"", ""purpose"": ""Account management"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
429,"{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Account management"", ""optional"": true}, {""data_type"": ""Email address"", ""purpose"": ""App functionality - Account management"", ""optional"": true}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Account management"", ""optional"": true}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Account management"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Account management"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Account management"", ""optional"": true}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other user-generated content"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other actions"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""App functionality - Personalization"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
430,"{""data_shared"": [{""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Music files"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""Installed apps"", ""purpose"": ""Personalization"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""App functionality - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""Account management"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Advertising or marketing - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""Advertising or marketing - Account management"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Music files"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Health and fitness"", ""sub_info"": [{""data_type"": ""Fitness info"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""Installed apps"", ""purpose"": ""Personalization"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality - Personalization"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Developer communications"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""App functionality - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""Account management"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Advertising or marketing - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""Advertising or marketing - Account management"", ""optional"": false}]}, {""category"": ""Files and docs"", ""sub_info"": [{""data_type"": ""Files and docs"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Account management"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
431,"{""data_shared"": [{""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Email address"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Account management"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance - Account management"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Account management"", ""optional"": true}]}, {""category"": ""Files and docs"", ""sub_info"": [{""data_type"": ""Files and docs"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""SMS or MMS"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Developer communications"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data isn\u2019t encrypted"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
432,"{""data_shared"": [{""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""Analytics - Advertising or marketing - Account management"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""Analytics - Advertising or marketing - Account management"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""Data can\u2019t be deleted"", ""sub_info"": []}]}",
433,"{""data_shared"": [], ""data_collected"": [{""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Sexual orientation"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Account management"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
434,"{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""Analytics"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""Analytics"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
435,"{""data_shared"": [{""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}], ""data_collected"": [{""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""SMS or MMS"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data isn\u2019t encrypted"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
436,"{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}], ""data_collected"": [{""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""Personalization"", ""optional"": true}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Account management"", ""optional"": true}, {""data_type"": ""Email address"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Address"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Account management"", ""optional"": true}, {""data_type"": ""Sexual orientation"", ""purpose"": ""Personalization"", ""optional"": true}, {""data_type"": ""Other info"", ""purpose"": ""Personalization"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Other audio files"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality - Personalization"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""Data can\u2019t be deleted"", ""sub_info"": []}]}",
437,"{""data_shared"": [{""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Personalization"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""In-app search history"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Installed apps"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Other user-generated content"", ""purpose"": ""Analytics - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other actions"", ""purpose"": ""Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Purchase history"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Email address"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Other info"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""App functionality - Analytics - Developer communications"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""App functionality - Analytics - Developer communications"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""App functionality - Analytics - Developer communications"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data isn\u2019t encrypted"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}",
